Timestamp,Temperature (°C),Solar Generation (kWh),Weather Condition
2019-06-25,25.825,11.540000000000001,Cloudy
2019-06-26,26.145833333333332,13.37,Cloudy
2019-06-27,25.733333333333334,8.700000000000001,Cloudy
2019-06-28,26.045833333333334,7.59,Cloudy
2019-06-29,26.295833333333334,10.77,Cloudy
2019-06-30,25.708333333333332,6.04,Rainy
2019-07-01,25.895833333333332,7.81,Cloudy
2019-07-02,26.104166666666668,10.05,Rainy
2019-07-03,25.90416666666667,10.64,Cloudy
2019-07-04,26.47083333333333,12.04,Cloudy
2019-07-05,26.008333333333336,10.5,Cloudy
2019-07-06,26.241666666666664,14.719999999999999,Cloudy
2019-07-07,25.741666666666664,11.82,Partly Cloudy
2019-07-08,26.525000000000002,10.74,Cloudy
2019-07-09,25.775000000000002,8.07,Cloudy
2019-07-10,26.866666666666664,11.92,Cloudy
2019-07-11,25.75,7.6899999999999995,Cloudy
2019-07-12,26.34583333333333,9.450000000000001,Cloudy
2019-07-13,25.916666666666668,8.8,Cloudy
2019-07-14,25.983333333333334,6.69,Rainy
2019-07-15,25.670833333333334,8.17,Cloudy
2019-07-16,26.21666666666667,7.56,Rainy
2019-07-17,26.3125,7.48,Cloudy
2019-07-18,26.087500000000002,10.64,Cloudy
2019-07-19,25.870833333333334,10.06,Rainy
2019-07-20,26.150000000000002,9.52,Cloudy
2019-07-21,26.541666666666668,13.530000000000001,Cloudy
2019-07-22,26.733333333333334,10.45,Cloudy
2019-07-23,25.791666666666668,8.34,Rainy
2019-07-24,25.916666666666668,7.71,Cloudy
2019-07-25,26.0,9.52,Cloudy
2019-07-26,25.858333333333334,9.99,Cloudy
2019-07-27,26.058333333333334,11.82,Cloudy
2019-07-28,25.712500000000002,11.3,Cloudy
2019-07-29,26.304166666666664,11.46,Cloudy
2019-07-30,26.245833333333334,7.8500000000000005,Cloudy
2019-07-31,26.145833333333332,9.95,Cloudy
2019-08-01,27.891666666666666,18.96,Partly Sunny
2019-08-02,27.325,20.31,Sunny
2019-08-03,27.8875,17.44,Sunny
2019-08-04,27.7,21.7,Partly Sunny
2019-08-05,27.962500000000002,19.08,Sunny
2019-08-06,27.8625,19.25,Partly Sunny
2019-08-07,27.579166666666666,19.06,Sunny
2019-08-08,27.558333333333334,16.91,Partly Sunny
2019-08-09,28.087500000000002,20.08,Partly Sunny
2019-08-10,26.974999999999998,14.51,Partly Cloudy
2019-08-11,27.229166666666668,13.38,Cloudy
2019-08-12,27.266666666666666,18.31,Partly Sunny
2019-08-13,27.329166666666666,15.58,Partly Sunny
2019-08-14,27.3625,15.77,Partly Sunny
2019-08-15,27.474999999999998,15.39,Partly Sunny
2019-08-16,28.058333333333334,19.78,Sunny
2019-08-17,27.349999999999998,17.25,Partly Sunny
2019-08-18,27.620833333333334,16.75,Sunny
2019-08-19,27.254166666666666,17.85,Partly Sunny
2019-08-20,27.675,18.71,Partly Sunny
2019-08-21,27.40833333333333,15.85,Partly Sunny
2019-08-22,27.670833333333334,18.33,Partly Cloudy
2019-08-23,26.983333333333334,18.12,Partly Cloudy
2019-08-24,27.691666666666666,17.02,Partly Sunny
2019-08-25,27.72083333333333,18.62,Sunny
2019-08-26,27.679166666666664,17.92,Sunny
2019-08-27,26.9375,16.56,Partly Cloudy
2019-08-28,28.22083333333333,19.2,Sunny
2019-08-29,27.291666666666668,20.189999999999998,Partly Sunny
2019-08-30,27.516666666666666,16.169999999999998,Cloudy
2019-08-31,27.675,18.03,Partly Sunny
2019-09-01,28.454166666666666,19.39,Partly Sunny
2019-09-02,27.52916666666667,17.22,Partly Sunny
2019-09-03,27.608333333333334,19.92,Partly Sunny
2019-09-04,27.4875,18.259999999999998,Partly Sunny
2019-09-05,28.0125,19.3,Sunny
2019-09-06,27.416666666666668,17.01,Partly Cloudy
2019-09-07,27.245833333333334,18.01,Partly Sunny
2019-09-08,27.150000000000002,18.009999999999998,Partly Sunny
2019-09-09,27.25,16.44,Cloudy
2019-09-10,27.741666666666664,16.66,Partly Sunny
2019-09-11,27.870833333333334,18.97,Sunny
2019-09-12,26.8625,18.58,Partly Sunny
2019-09-13,28.09166666666667,20.14,Sunny
2019-09-14,27.78333333333333,18.81,Partly Sunny
2019-09-15,27.604166666666668,16.1,Sunny
2019-09-16,27.183333333333334,17.27,Cloudy
2019-09-17,26.71666666666667,15.3,Partly Cloudy
2019-09-18,27.679166666666664,19.73,Partly Sunny
2019-09-19,27.204166666666666,18.36,Sunny
2019-09-20,28.21666666666667,19.12,Sunny
2019-09-21,27.670833333333334,16.16,Cloudy
2019-09-22,27.650000000000002,20.6,Partly Sunny
2019-09-23,28.462500000000002,21.099999999999998,Sunny
2019-09-24,27.304166666666664,19.06,Partly Cloudy
2019-09-25,26.962500000000002,17.18,Sunny
2019-09-26,27.733333333333334,17.96,Partly Sunny
2019-09-27,27.75,14.27,Partly Cloudy
2019-09-28,27.483333333333334,19.009999999999998,Sunny
2019-09-29,27.866666666666664,19.86,Sunny
2019-09-30,27.583333333333332,16.88,Sunny
2019-10-01,27.5,18.71,Partly Sunny
2019-10-02,27.733333333333334,19.12,Partly Sunny
2019-10-03,27.337500000000002,17.92,Sunny
2019-10-04,27.474999999999998,19.98,Sunny
2019-10-05,27.21666666666667,16.3,Cloudy
2019-10-06,28.1125,18.94,Sunny
2019-10-07,27.7625,16.6,Partly Sunny
2019-10-08,27.208333333333332,18.8,Partly Sunny
2019-10-09,27.320833333333336,19.39,Partly Sunny
2019-10-10,27.8125,17.88,Partly Sunny
2019-10-11,27.941666666666666,17.38,Partly Sunny
2019-10-12,27.587500000000002,17.04,Partly Cloudy
2019-10-13,27.34166666666667,18.97,Sunny
2019-10-14,27.90833333333333,17.45,Partly Sunny
2019-10-15,26.979166666666668,18.31,Partly Cloudy
2019-10-16,27.425,18.52,Partly Sunny
2019-10-17,27.28333333333333,16.91,Partly Sunny
2019-10-18,27.1125,19.31,Sunny
2019-10-19,27.416666666666668,17.07,Partly Sunny
2019-10-20,27.09583333333333,19.07,Partly Sunny
2019-10-21,27.15833333333333,19.5,Sunny
2019-10-22,27.879166666666666,17.990000000000002,Sunny
2019-10-23,27.5,18.06,Partly Sunny
2019-10-24,27.791666666666668,14.5,Cloudy
2019-10-25,27.875,19.47,Partly Sunny
2019-10-26,27.566666666666666,19.0,Cloudy
2019-10-27,27.429166666666664,19.4,Partly Sunny
2019-10-28,27.733333333333334,18.28,Sunny
2019-10-29,28.054166666666664,20.11,Partly Sunny
2019-10-30,27.47083333333333,17.25,Sunny
2019-10-31,27.508333333333336,17.99,Sunny
2019-11-01,26.458333333333332,10.69,Cloudy
2019-11-02,26.058333333333334,6.48,Rainy
2019-11-03,25.925,10.07,Cloudy
2019-11-04,26.391666666666666,12.25,Cloudy
2019-11-05,26.108333333333334,9.59,Cloudy
2019-11-06,25.96666666666667,10.87,Cloudy
2019-11-07,26.233333333333334,7.53,Cloudy
2019-11-08,26.133333333333336,10.78,Cloudy
2019-11-09,25.941666666666666,8.49,Cloudy
2019-11-10,25.974999999999998,9.92,Cloudy
2019-11-11,26.425,9.4,Cloudy
2019-11-12,26.270833333333332,8.12,Rainy
2019-11-13,26.21666666666667,9.07,Cloudy
2019-11-14,26.620833333333334,11.57,Cloudy
2019-11-15,26.041666666666668,8.62,Cloudy
2019-11-16,25.974999999999998,8.72,Cloudy
2019-11-17,26.09583333333333,9.24,Cloudy
2019-11-18,26.008333333333336,8.83,Cloudy
2019-11-19,26.858333333333334,11.94,Rainy
2019-11-20,26.891666666666666,12.55,Cloudy
2019-11-21,26.025000000000002,8.03,Rainy
2019-11-22,26.829166666666666,12.2,Cloudy
2019-11-23,26.208333333333332,11.11,Cloudy
2019-11-24,27.083333333333332,8.95,Cloudy
2019-11-25,25.65833333333333,8.44,Rainy
2019-11-26,25.77916666666667,5.49,Rainy
2019-11-27,26.258333333333336,9.69,Cloudy
2019-11-28,26.6375,10.93,Cloudy
2019-11-29,26.566666666666666,12.540000000000001,Cloudy
2019-11-30,25.879166666666666,9.36,Cloudy
2019-12-01,26.28333333333333,9.73,Cloudy
2019-12-02,26.020833333333332,9.51,Cloudy
2019-12-03,26.0,9.17,Cloudy
2019-12-04,26.304166666666664,9.75,Rainy
2019-12-05,26.683333333333334,10.37,Rainy
2019-12-06,26.179166666666664,10.7,Cloudy
2019-12-07,26.045833333333334,8.27,Rainy
2019-12-08,26.1375,8.9,Cloudy
2019-12-09,26.995833333333334,10.7,Cloudy
2019-12-10,26.491666666666664,11.73,Partly Cloudy
2019-12-11,26.045833333333334,9.57,Cloudy
2019-12-12,26.175,8.290000000000001,Rainy
2019-12-13,26.058333333333334,11.65,Cloudy
2019-12-14,26.491666666666664,10.27,Partly Cloudy
2019-12-15,25.958333333333332,11.69,Cloudy
2019-12-16,25.8,9.36,Rainy
2019-12-17,26.1875,7.74,Rainy
2019-12-18,25.900000000000002,9.56,Cloudy
2019-12-19,26.3125,10.91,Cloudy
2019-12-20,26.204166666666666,8.78,Cloudy
2019-12-21,25.870833333333334,9.34,Partly Cloudy
2019-12-22,26.212500000000002,10.99,Cloudy
2019-12-23,26.52916666666667,10.84,Cloudy
2019-12-24,26.208333333333332,7.41,Cloudy
2019-12-25,26.787499999999998,10.53,Cloudy
2019-12-26,26.6125,13.19,Cloudy
2019-12-27,26.1875,7.93,Cloudy
2019-12-28,26.3,11.09,Cloudy
2019-12-29,25.974999999999998,10.14,Cloudy
2019-12-30,25.454166666666666,5.5,Rainy
2019-12-31,26.041666666666668,7.02,Cloudy
2020-01-01,25.808333333333334,9.71,Rainy
2020-01-02,25.629166666666666,7.8100000000000005,Rainy
2020-01-03,26.52916666666667,8.88,Cloudy
2020-01-04,25.916666666666668,10.67,Cloudy
2020-01-05,25.670833333333334,7.31,Rainy
2020-01-06,25.929166666666664,7.78,Cloudy
2020-01-07,25.53333333333333,7.51,Rainy
2020-01-08,25.9375,6.51,Cloudy
2020-01-09,25.72083333333333,9.73,Cloudy
2020-01-10,26.083333333333332,9.040000000000001,Rainy
2020-01-11,26.1125,9.16,Cloudy
2020-01-12,25.754166666666666,6.81,Rainy
2020-01-13,26.525000000000002,7.74,Cloudy
2020-01-14,26.320833333333336,10.46,Cloudy
2020-01-15,26.675,10.17,Cloudy
2020-01-16,25.891666666666666,10.25,Cloudy
2020-01-17,26.09166666666667,9.33,Cloudy
2020-01-18,26.170833333333334,8.92,Cloudy
2020-01-19,26.5,9.53,Cloudy
2020-01-20,25.808333333333334,8.83,Cloudy
2020-01-21,26.141666666666666,8.3,Cloudy
2020-01-22,26.21666666666667,12.33,Cloudy
2020-01-23,26.395833333333332,10.78,Cloudy
2020-01-24,26.25,10.99,Cloudy
2020-01-25,26.141666666666666,11.84,Cloudy
2020-01-26,26.391666666666666,11.7,Cloudy
2020-01-27,26.179166666666664,12.78,Cloudy
2020-01-28,25.891666666666666,11.96,Cloudy
2020-01-29,26.087500000000002,7.95,Cloudy
2020-01-30,26.258333333333336,12.01,Cloudy
2020-01-31,26.59583333333333,9.9,Cloudy
2020-02-01,27.8625,18.919999999999998,Partly Sunny
2020-02-02,27.099999999999998,19.56,Partly Sunny
2020-02-03,27.712500000000002,18.43,Partly Sunny
2020-02-04,28.170833333333334,19.34,Sunny
2020-02-05,27.504166666666666,16.58,Partly Cloudy
2020-02-06,27.525000000000002,16.99,Cloudy
2020-02-07,27.775000000000002,15.82,Cloudy
2020-02-08,27.270833333333332,19.14,Partly Sunny
2020-02-09,27.5,17.53,Cloudy
2020-02-10,28.416666666666668,16.76,Partly Sunny
2020-02-11,27.895833333333332,17.73,Partly Sunny
2020-02-12,27.275000000000002,18.74,Partly Sunny
2020-02-13,27.46666666666667,19.6,Partly Cloudy
2020-02-14,27.275000000000002,18.96,Partly Sunny
2020-02-15,27.2,14.870000000000001,Partly Sunny
2020-02-16,27.695833333333336,18.84,Partly Sunny
2020-02-17,27.354166666666668,17.68,Sunny
2020-02-18,28.183333333333334,16.29,Sunny
2020-02-19,27.895833333333332,20.73,Partly Sunny
2020-02-20,27.258333333333336,17.2,Partly Cloudy
2020-02-21,27.375,21.51,Sunny
2020-02-22,27.037499999999998,16.58,Partly Sunny
2020-02-23,27.099999999999998,15.66,Partly Sunny
2020-02-24,27.870833333333334,21.37,Partly Sunny
2020-02-25,27.5,17.18,Sunny
2020-02-26,27.7,16.71,Partly Sunny
2020-02-27,27.383333333333336,18.43,Sunny
2020-02-28,27.295833333333334,17.65,Cloudy
2020-02-29,27.7375,17.62,Sunny
2020-03-01,28.05,20.080000000000002,Sunny
2020-03-02,27.733333333333334,19.55,Sunny
2020-03-03,27.55,17.25,Partly Sunny
2020-03-04,27.641666666666666,19.32,Partly Sunny
2020-03-05,27.925,21.69,Partly Sunny
2020-03-06,27.287499999999998,14.99,Partly Sunny
2020-03-07,28.125,17.31,Partly Sunny
2020-03-08,27.458333333333332,18.45,Partly Sunny
2020-03-09,27.508333333333336,19.35,Sunny
2020-03-10,27.84583333333333,17.56,Partly Sunny
2020-03-11,27.15416666666667,17.02,Partly Cloudy
2020-03-12,27.34166666666667,17.13,Partly Sunny
2020-03-13,27.633333333333336,16.54,Sunny
2020-03-14,27.0125,15.64,Partly Sunny
2020-03-15,27.266666666666666,15.28,Partly Sunny
2020-03-16,27.650000000000002,18.88,Partly Sunny
2020-03-17,28.020833333333332,19.83,Sunny
2020-03-18,27.525000000000002,18.47,Sunny
2020-03-19,27.395833333333332,17.560000000000002,Cloudy
2020-03-20,27.125,15.76,Cloudy
2020-03-21,27.65416666666667,19.19,Partly Cloudy
2020-03-22,27.575,15.68,Partly Sunny
2020-03-23,27.349999999999998,15.48,Partly Sunny
2020-03-24,27.458333333333332,19.76,Sunny
2020-03-25,27.920833333333334,19.6,Partly Sunny
2020-03-26,27.96666666666667,17.72,Partly Sunny
2020-03-27,27.708333333333332,18.64,Sunny
2020-03-28,28.045833333333334,18.65,Sunny
2020-03-29,27.025000000000002,17.669999999999998,Partly Sunny
2020-03-30,28.15416666666667,18.39,Partly Sunny
2020-03-31,27.804166666666664,19.05,Sunny
2020-04-01,27.058333333333334,20.63,Partly Sunny
2020-04-02,27.22083333333333,16.91,Partly Sunny
2020-04-03,27.412499999999998,17.04,Partly Sunny
2020-04-04,27.920833333333334,16.47,Cloudy
2020-04-05,27.133333333333336,18.66,Cloudy
2020-04-06,26.895833333333332,15.38,Cloudy
2020-04-07,27.7,17.48,Partly Sunny
2020-04-08,27.454166666666666,18.03,Sunny
2020-04-09,27.4375,14.86,Partly Sunny
2020-04-10,27.433333333333334,17.61,Partly Sunny
2020-04-11,27.391666666666666,16.759999999999998,Cloudy
2020-04-12,27.3125,18.86,Sunny
2020-04-13,27.641666666666666,15.879999999999999,Sunny
2020-04-14,27.15416666666667,16.89,Partly Cloudy
2020-04-15,27.379166666666666,16.01,Cloudy
2020-04-16,27.445833333333336,16.01,Partly Sunny
2020-04-17,26.870833333333334,17.88,Cloudy
2020-04-18,27.849999999999998,19.38,Sunny
2020-04-19,27.224999999999998,17.68,Sunny
2020-04-20,27.679166666666664,20.2,Sunny
2020-04-21,27.604166666666668,19.34,Partly Sunny
2020-04-22,27.495833333333334,19.26,Partly Sunny
2020-04-23,27.045833333333334,18.86,Partly Sunny
2020-04-24,27.53333333333333,17.61,Partly Cloudy
2020-04-25,27.070833333333336,16.23,Partly Sunny
2020-04-26,27.495833333333334,15.14,Sunny
2020-04-27,27.266666666666666,16.830000000000002,Sunny
2020-04-28,28.295833333333334,18.63,Sunny
2020-04-29,27.604166666666668,17.27,Sunny
2020-04-30,27.391666666666666,17.29,Sunny
2020-05-01,25.808333333333334,10.48,Partly Cloudy
2020-05-02,25.804166666666664,8.04,Rainy
2020-05-03,26.0,10.08,Cloudy
2020-05-04,25.733333333333334,9.49,Rainy
2020-05-05,26.900000000000002,11.19,Cloudy
2020-05-06,26.65833333333333,10.37,Cloudy
2020-05-07,25.9875,10.88,Cloudy
2020-05-08,25.6875,7.89,Rainy
2020-05-09,26.162499999999998,9.89,Rainy
2020-05-10,25.979166666666668,8.9,Cloudy
2020-05-11,25.945833333333336,9.98,Rainy
2020-05-12,26.179166666666664,7.43,Cloudy
2020-05-13,26.129166666666666,8.780000000000001,Cloudy
2020-05-14,26.729166666666668,10.95,Cloudy
2020-05-15,26.02916666666667,9.83,Cloudy
2020-05-16,25.683333333333334,10.14,Cloudy
2020-05-17,26.349999999999998,7.390000000000001,Cloudy
2020-05-18,26.004166666666666,9.0,Cloudy
2020-05-19,26.5125,11.53,Cloudy
2020-05-20,26.05,9.65,Cloudy
2020-05-21,26.333333333333332,8.99,Cloudy
2020-05-22,25.650000000000002,8.45,Cloudy
2020-05-23,26.233333333333334,9.32,Rainy
2020-05-24,25.670833333333334,9.4,Cloudy
2020-05-25,25.22083333333333,7.66,Rainy
2020-05-26,26.162499999999998,10.07,Cloudy
2020-05-27,26.3,10.07,Cloudy
2020-05-28,25.758333333333336,7.51,Cloudy
2020-05-29,25.854166666666668,8.11,Rainy
2020-05-30,25.974999999999998,9.08,Rainy
2020-05-31,26.258333333333336,13.07,Cloudy
2020-06-01,25.916666666666668,8.09,Cloudy
2020-06-02,26.058333333333334,8.83,Cloudy
2020-06-03,25.679166666666664,7.83,Rainy
2020-06-04,25.854166666666668,8.07,Rainy
2020-06-05,26.745833333333334,12.469999999999999,Rainy
2020-06-06,25.90416666666667,9.84,Rainy
2020-06-07,26.308333333333334,11.26,Cloudy
2020-06-08,26.34166666666667,9.41,Cloudy
2020-06-09,25.954166666666666,10.75,Cloudy
2020-06-10,25.829166666666666,7.07,Rainy
2020-06-11,26.27916666666667,10.370000000000001,Cloudy
2020-06-12,26.379166666666666,8.97,Partly Cloudy
2020-06-13,26.525000000000002,9.35,Cloudy
2020-06-14,26.433333333333334,9.0,Rainy
2020-06-15,26.395833333333332,10.24,Cloudy
2020-06-16,26.02916666666667,10.05,Cloudy
2020-06-17,26.191666666666666,13.22,Cloudy
2020-06-18,26.058333333333334,9.49,Cloudy
2020-06-19,26.0,10.15,Cloudy
2020-06-20,27.09166666666667,10.59,Cloudy
2020-06-21,26.058333333333334,9.469999999999999,Rainy
2020-06-22,26.041666666666668,9.18,Cloudy
2020-06-23,25.766666666666666,9.69,Cloudy
2020-06-24,26.837500000000002,12.24,Cloudy
2020-06-25,26.483333333333334,9.09,Rainy
2020-06-26,26.058333333333334,9.73,Cloudy
2020-06-27,26.09166666666667,10.84,Partly Cloudy
2020-06-28,25.8125,7.04,Cloudy
2020-06-29,26.0625,11.53,Cloudy
2020-06-30,26.25,10.28,Cloudy
2020-07-01,26.945833333333336,10.52,Cloudy
2020-07-02,26.337500000000002,9.36,Partly Cloudy
2020-07-03,26.55,12.49,Cloudy
2020-07-04,26.295833333333334,11.32,Cloudy
2020-07-05,26.329166666666666,10.81,Cloudy
2020-07-06,26.4375,11.09,Cloudy
2020-07-07,26.270833333333332,12.03,Cloudy
2020-07-08,26.229166666666668,9.75,Rainy
2020-07-09,25.704166666666666,9.31,Cloudy
2020-07-10,25.7625,7.29,Rainy
2020-07-11,26.52916666666667,10.53,Cloudy
2020-07-12,25.941666666666666,10.74,Cloudy
2020-07-13,26.545833333333334,10.83,Cloudy
2020-07-14,26.087500000000002,11.31,Cloudy
2020-07-15,26.291666666666668,7.91,Cloudy
2020-07-16,26.241666666666664,10.46,Cloudy
2020-07-17,26.25,8.14,Rainy
2020-07-18,26.15833333333333,12.22,Partly Cloudy
2020-07-19,26.59166666666667,10.58,Cloudy
2020-07-20,26.691666666666666,10.87,Cloudy
2020-07-21,26.070833333333336,9.93,Cloudy
2020-07-22,26.1125,8.06,Cloudy
2020-07-23,26.308333333333334,9.5,Cloudy
2020-07-24,26.008333333333336,9.47,Cloudy
2020-07-25,26.979166666666668,12.66,Partly Cloudy
2020-07-26,26.383333333333336,10.93,Cloudy
2020-07-27,25.670833333333334,9.44,Cloudy
2020-07-28,26.0625,9.65,Cloudy
2020-07-29,25.96666666666667,7.84,Cloudy
2020-07-30,26.325,11.93,Cloudy
2020-07-31,25.833333333333332,11.43,Rainy
2020-08-01,27.170833333333334,16.48,Cloudy
2020-08-02,27.34166666666667,16.46,Sunny
2020-08-03,27.05,13.0,Cloudy
2020-08-04,26.941666666666666,16.98,Cloudy
2020-08-05,27.916666666666668,16.61,Partly Sunny
2020-08-06,27.483333333333334,16.57,Partly Cloudy
2020-08-07,27.962500000000002,17.16,Partly Sunny
2020-08-08,28.133333333333336,17.54,Sunny
2020-08-09,27.929166666666664,16.22,Sunny
2020-08-10,28.008333333333336,18.04,Partly Sunny
2020-08-11,27.90833333333333,18.23,Partly Cloudy
2020-08-12,27.712500000000002,17.64,Partly Sunny
2020-08-13,27.670833333333334,20.31,Sunny
2020-08-14,26.900000000000002,17.32,Partly Sunny
2020-08-15,27.22083333333333,18.39,Partly Sunny
2020-08-16,27.795833333333334,19.7,Sunny
2020-08-17,28.2,19.35,Sunny
2020-08-18,27.991666666666664,20.740000000000002,Sunny
2020-08-19,27.675,15.43,Sunny
2020-08-20,28.233333333333334,18.88,Partly Sunny
2020-08-21,27.054166666666664,18.09,Partly Sunny
2020-08-22,26.95,18.56,Partly Sunny
2020-08-23,27.620833333333334,19.46,Sunny
2020-08-24,27.804166666666664,21.79,Sunny
2020-08-25,28.291666666666668,19.900000000000002,Sunny
2020-08-26,27.537499999999998,18.169999999999998,Sunny
2020-08-27,27.879166666666666,20.67,Sunny
2020-08-28,27.5625,20.76,Sunny
2020-08-29,27.541666666666668,17.3,Sunny
2020-08-30,28.066666666666666,18.73,Partly Cloudy
2020-08-31,27.724999999999998,16.48,Partly Sunny
2020-09-01,28.099999999999998,19.62,Sunny
2020-09-02,27.191666666666666,14.69,Cloudy
2020-09-03,28.09583333333333,18.61,Sunny
2020-09-04,28.008333333333336,20.18,Partly Sunny
2020-09-05,27.820833333333336,17.47,Partly Sunny
2020-09-06,27.53333333333333,17.33,Sunny
2020-09-07,27.858333333333334,17.14,Sunny
2020-09-08,27.925,19.71,Partly Sunny
2020-09-09,27.40416666666667,17.16,Partly Sunny
2020-09-10,27.28333333333333,15.08,Cloudy
2020-09-11,27.495833333333334,19.259999999999998,Partly Sunny
2020-09-12,27.258333333333336,17.06,Partly Sunny
2020-09-13,27.462500000000002,19.89,Sunny
2020-09-14,27.333333333333332,18.74,Partly Sunny
2020-09-15,27.8625,16.89,Sunny
2020-09-16,27.72083333333333,18.45,Partly Sunny
2020-09-17,27.5125,16.62,Partly Sunny
2020-09-18,27.45,17.54,Sunny
2020-09-19,27.483333333333334,19.73,Sunny
2020-09-20,27.8,18.86,Sunny
2020-09-21,27.270833333333332,18.78,Sunny
2020-09-22,27.241666666666664,17.14,Partly Cloudy
2020-09-23,27.8625,19.17,Partly Sunny
2020-09-24,27.204166666666666,17.69,Cloudy
2020-09-25,27.27916666666667,16.21,Partly Sunny
2020-09-26,27.525000000000002,16.56,Cloudy
2020-09-27,27.891666666666666,18.28,Partly Sunny
2020-09-28,27.691666666666666,18.01,Partly Sunny
2020-09-29,27.520833333333332,18.63,Partly Sunny
2020-09-30,27.9875,18.27,Sunny
2020-10-01,27.320833333333336,16.47,Partly Sunny
2020-10-02,27.724999999999998,18.87,Sunny
2020-10-03,27.879166666666666,18.2,Sunny
2020-10-04,27.241666666666664,16.419999999999998,Partly Cloudy
2020-10-05,28.02916666666667,18.14,Partly Sunny
2020-10-06,27.55,16.43,Partly Sunny
2020-10-07,27.495833333333334,18.76,Sunny
2020-10-08,27.212500000000002,18.43,Partly Sunny
2020-10-09,27.695833333333336,20.2,Sunny
2020-10-10,27.683333333333334,18.99,Sunny
2020-10-11,26.912499999999998,17.37,Cloudy
2020-10-12,27.02916666666667,16.25,Partly Sunny
2020-10-13,27.28333333333333,16.16,Partly Sunny
2020-10-14,27.741666666666664,19.52,Sunny
2020-10-15,27.0,18.3,Partly Sunny
2020-10-16,27.675,19.57,Partly Sunny
2020-10-17,27.5,17.68,Cloudy
2020-10-18,28.2,17.41,Partly Sunny
2020-10-19,27.979166666666668,18.49,Sunny
2020-10-20,27.758333333333336,19.71,Sunny
2020-10-21,27.366666666666664,16.48,Cloudy
2020-10-22,27.458333333333332,14.73,Cloudy
2020-10-23,27.150000000000002,18.38,Partly Sunny
2020-10-24,27.45,14.78,Cloudy
2020-10-25,27.4375,15.120000000000001,Partly Sunny
2020-10-26,27.337500000000002,17.77,Partly Sunny
2020-10-27,27.754166666666666,18.47,Partly Sunny
2020-10-28,27.683333333333334,17.76,Partly Sunny
2020-10-29,27.729166666666668,19.580000000000002,Sunny
2020-10-30,27.962500000000002,18.419999999999998,Sunny
2020-10-31,27.483333333333334,16.61,Partly Sunny
2020-11-01,26.5,11.31,Cloudy
2020-11-02,26.71666666666667,10.03,Cloudy
2020-11-03,26.104166666666668,10.06,Cloudy
2020-11-04,26.587500000000002,12.72,Cloudy
2020-11-05,26.400000000000002,11.24,Cloudy
2020-11-06,25.97083333333333,8.88,Cloudy
2020-11-07,26.09583333333333,12.11,Cloudy
2020-11-08,25.958333333333332,11.56,Cloudy
2020-11-09,25.770833333333332,11.33,Cloudy
2020-11-10,26.295833333333334,13.44,Rainy
2020-11-11,26.02916666666667,9.91,Cloudy
2020-11-12,25.55,10.06,Partly Cloudy
2020-11-13,26.025000000000002,12.11,Cloudy
2020-11-14,26.458333333333332,10.39,Cloudy
2020-11-15,26.425,10.07,Rainy
2020-11-16,26.233333333333334,11.56,Cloudy
2020-11-17,26.329166666666666,9.92,Cloudy
2020-11-18,25.666666666666668,9.64,Cloudy
2020-11-19,26.208333333333332,10.7,Cloudy
2020-11-20,25.787499999999998,9.39,Rainy
2020-11-21,25.895833333333332,11.31,Cloudy
2020-11-22,25.804166666666664,9.370000000000001,Cloudy
2020-11-23,26.1125,8.48,Rainy
2020-11-24,26.21666666666667,11.02,Cloudy
2020-11-25,26.09583333333333,7.96,Cloudy
2020-11-26,25.958333333333332,8.16,Rainy
2020-11-27,26.020833333333332,7.72,Cloudy
2020-11-28,26.266666666666666,11.48,Cloudy
2020-11-29,26.27916666666667,9.36,Cloudy
2020-11-30,25.933333333333334,9.07,Cloudy
2020-12-01,26.25,11.48,Cloudy
2020-12-02,25.916666666666668,7.97,Rainy
2020-12-03,26.2625,7.14,Cloudy
2020-12-04,25.741666666666664,8.44,Cloudy
2020-12-05,25.754166666666666,9.56,Rainy
2020-12-06,26.65833333333333,10.84,Cloudy
2020-12-07,26.233333333333334,8.75,Cloudy
2020-12-08,26.337500000000002,8.78,Cloudy
2020-12-09,25.666666666666668,8.21,Cloudy
2020-12-10,26.02916666666667,9.58,Cloudy
2020-12-11,25.912499999999998,10.07,Cloudy
2020-12-12,26.099999999999998,9.29,Cloudy
2020-12-13,26.054166666666664,9.47,Cloudy
2020-12-14,25.900000000000002,7.97,Rainy
2020-12-15,25.983333333333334,9.37,Cloudy
2020-12-16,26.191666666666666,10.49,Rainy
2020-12-17,25.895833333333332,9.44,Cloudy
2020-12-18,25.670833333333334,8.2,Cloudy
2020-12-19,25.65833333333333,7.79,Cloudy
2020-12-20,26.483333333333334,11.17,Cloudy
2020-12-21,26.325,9.81,Cloudy
2020-12-22,26.1375,8.93,Cloudy
2020-12-23,26.34583333333333,11.39,Cloudy
2020-12-24,26.183333333333334,8.88,Cloudy
2020-12-25,26.325,10.69,Cloudy
2020-12-26,26.354166666666668,8.76,Rainy
2020-12-27,26.09166666666667,8.5,Rainy
2020-12-28,25.625,8.459999999999999,Cloudy
2020-12-29,26.304166666666664,9.14,Rainy
2020-12-30,25.866666666666664,8.84,Cloudy
2020-12-31,26.1875,8.92,Rainy
2021-01-01,26.650000000000002,10.91,Cloudy
2021-01-02,26.0,9.360000000000001,Rainy
2021-01-03,26.429166666666664,11.08,Cloudy
